time_s,angle_deg,reference_deg,velocity_deg_s,acceleration_rad_s2,output_em_torque_nm,gravity_load_nm,bus_v,terminal_v,stator_a,supply_a,battery_a,motor_rpm,duty
0.0,0.0,0.0,0.0,0.0,0.1301085272529697,0.1301085272529697,11.996593262062765,0.38550674741620655,8.834529628288067,0.283894828102877,0.283894828102877,0.0,0.03213468515560227
0.0002,0.0,3.7205815568419863e-06,0.0,9.794935302206133,0.1522110513245555,0.1301085272529697,11.995337003848718,0.45099570762831265,10.335318299815498,0.3885830126067815,0.3885830126067815,0.0,0.037597585418701465
0.0004,1.1224160397802124e-05,2.9692905046643457e-05,0.11224156062504763,19.494384299323254,0.17409815930874722,0.1301085272529672,11.993898479142143,0.5158760580179907,11.821479953063085,0.5084600714880382,0.5084600714880382,0.01870692677084127,0.04301154115278859
0.0006000000000000001,5.601137415728803e-05,9.997171878477749e-05,0.3356304906865387,29.098670800218155,0.19577058138920633,0.13010852725290753,11.9922830705869,0.5801496729500856,13.2930641684029,0.6430774510917229,0.6430774510917229,0.055938415114423115,0.048376916183124515
0.0008,0.00015648206706199072,0.0002363974987657503,0.6690763095683707,38.60811838653726,0.21722904723830752,0.13010852725248445,11.990496073586657,0.6438184262550448,14.750120491490017,0.7919938677785481,0.7919938677785481,0.11151271826139512,0.05369406088821333
0.001,0.00033453893956927763,0.00046059714145135235,1.1114922446240991,48.02305041497086,0.23847428602185847,0.1301085272507519,11.988542698316927,0.706884191242215,16.192698433582983,0.9547751402561502,0.9547751402561502,0.18524870743734986,0.058963312641948935
0.0012000000000000001,0.0006118677081465908,0.000793984656558808,1.6617952286005109,57.3437900194946,0.25950702640358336,0.1301085272455507,11.986428071655247,0.7693488407124466,17.620847471848254,1.1309940287294633,1.1309940287294633,0.2769658714334185,0.06418499624018555
0.0014,0.0010099378460950012,0.001257761859848926,2.3189058970873404,66.57066011358896,0.28032799654937873,0.13010852723275723,11.984157239033125,0.8312142469700281,19.034617049649174,1.3202300805728993,1.3202300805728993,0.38648431618122336,0.06935942431251761
0.0016,0.0015500033238652787,0.0018729190659142524,3.081748585992856,75.70398339243694,0.30093792413134807,0.13010852720535995,11.98173516621309,0.8924822818339753,20.43405657681993,1.5220694822425074,1.5220694822425074,0.5136247643321427,0.07448689772001116
0.0018000000000000002,0.0022531033488716254,0.0026602357809672153,3.9492513290450546,84.74408233509962,0.3213375363316211,0.13010852715237092,11.97916674099407,0.9531548166486862,21.819215429924892,1.7361049171607434,1.7361049171607434,0.6582085548408424,0.0795677059395861
0.002,0.00314006310480817,0.0036402813956282827,4.920345855318192,93.69127920667054,0.34152755984596617,0.1301085270575775,11.97645677484816,1.0132337222939904,23.190142952503876,1.9619354293200924,1.9619354293200924,0.820057642553032,0.08460212743571117
0.0022,0.004231494490473261,0.004833415877714105,5.993967586784391,102.54589606040896,0.36150872088720176,0.13010852689814156,11.973610004491626,1.0727208691946117,24.546888455303826,2.1991662923645308,2.1991662923645308,0.9989945977973985,0.08959043002003615
0.0024000000000000002,0.005547796858106551,0.006259790465025676,7.169055635890077,111.3082547398514,0.38128174518841235,0.1301085266430515,11.970631093392964,1.1316181273290549,25.889501216497138,2.447408883919737,2.447408883919737,1.1948426059816795,0.09453287119955078
0.0026000000000000003,0.007109157751243816,0.007939348358136467,8.444552803156956,119.97867688090301,0.4008473580059774,0.13010852625143315,11.967524633220549,1.1899273662379473,27.218030481887357,2.7062805649542816,2.7062805649542816,1.4074254671928261,0.0994296985138295
0.0028,0.008935553642094382,0.009891825413180599,9.819405574807321,128.55748391390833,0.420206284122419,0.1301085256707258,11.964295145232427,1.247650455031848,28.532525465102527,2.9754045639645073,2.9754045639645073,1.6365675958012205,0.10428114986188851
0.003,0.011046750668446018,0.012136750834640973,11.292564120413408,137.0449970657011,0.43935924784907254,0.13010852483472857,11.96094708161057,1.3047892623985407,29.833035347776534,3.2544098657857683,3.2544098657857683,1.8820940200689014,0.10908745381915423
0.0032,0.013462305370102061,0.01469344786813744,12.862982290570555,145.4415373616344,0.45830697302858986,0.13010852366152342,11.957484826741895,1.3613456566098348,31.119609279719068,3.542931104842046,3.542931104842046,2.143830381761759,0.11384882994501497
