time_s,angle_deg,reference_deg,velocity_deg_s,acceleration_rad_s2,output_em_torque_nm,gravity_load_nm,bus_v,terminal_v,stator_a,supply_a,battery_a,motor_rpm,duty
0.0,0.0,0.0,0.0,0.0,0.1301085272529697,0.1301085272529697,11.999999053952486,0.006425112456936777,0.1472421604714678,7.883729283461137e-05,7.883729283461137e-05,0.0,0.0005354260802896074
0.0002,0.0,5.448931746799946e-07,0.0,1.4361377562763944,0.1333492091307829,0.1301085272529697,11.999999006238157,0.006585146129915206,0.1509095988105568,8.281348690593981e-05,8.281348690593981e-05,0.0,0.0005487622229378471
0.0004,1.6411255536146576e-06,4.353610074807059e-06,0.016388467410863694,2.864934899657786,0.13660025106104595,0.13010852725296965,11.999998917023293,0.007005532609037731,0.15458876148883802,9.024805894477972e-05,9.024805894477972e-05,0.16388467410863694,0.0005837944367727923
0.0006000000000000001,8.192681764291616e-06,1.467476495017396e-05,0.04908163492358673,4.286404335857734,0.13986154454594404,0.13010852725296837,11.999998783631472,0.0076849383952361855,0.15827952572071857,0.00010136404397391304,0.00010136404397391304,0.49081634923586726,0.0006404115978510582
0.0008,2.2907235021494947e-05,3.474040547427617e-05,0.09799588250255897,5.700558966196631,0.14313298131969665,0.1301085272529593,11.999998603387787,0.008622032335938955,0.1619817689831958,0.00011638435104579282,0.00011638435104579282,0.9799588250255898,0.0007185027782840591
0.001,4.902064245036502e-05,6.776604088116998e-05,0.16304773733545153,7.107411687635078,0.1464144533485421,0.13010852725292207,11.999998373619267,0.009815485624275666,0.16569536901583987,0.00013553172775085157,0.00013553172775085157,1.630477373354515,0.0008179572462154644
0.0012000000000000001,8.975208135139454e-05,0.00011695067010233073,0.2441538737834947,8.506975392806858,0.14970585283071786,0.13010852725281008,11.999998091655298,0.011263971798287862,0.16942020382077125,0.0001590287251149145,0.0001590287251149145,2.4415387378349473,0.0009386644657986019
0.0014,0.0001483040786301987,0.00018547680990351089,0.34123111333214295,9.899262970051813,0.15300707219643697,0.13010852725253386,11.999997754828046,0.012966166740145633,0.17315615166263446,0.00018709766288384078,0.00018709766288384078,3.4123111333214293,0.0010805140971737984
0.0016,0.00022786254021745633,0.0002765105230215981,0.45419642454212433,11.284287303448224,0.15631800410786054,0.13010852725194078,11.999997360472857,0.014920748675370129,0.17690309106856647,0.000219960595193513,0.000219960595193513,4.541964245421243,0.0012433959964456341
0.0018000000000000002,0.0003315967804790989,0.00039320144630147346,0.58296692300087,12.662061272845232,0.15963854145906667,0.13010852725079075,11.99999690592868,0.017126398172061946,0.18066090082816189,0.0002578392766233006,0.0002578392766233006,5.8296692300087,0.0014272002156601
