time_s,angle_deg,reference_deg,velocity_deg_s,acceleration_rad_s2,output_em_torque_nm,gravity_load_nm,bus_v,terminal_v,stator_a,supply_a,battery_a,motor_rpm,duty
0.0,0.0,0.0,0.0,0.0,0.1301085272529697,0.1301085272529697,11.99996594219552,0.03855067474162066,0.8834529628288068,0.002838150373392077,0.002838150373392077,0.0,0.003212565346211925
0.0001,0.0,6.84207637409752e-06,0.0,0.0,0.1301085272529697,0.1301085272529697,11.99996594219552,0.03855067474162066,0.8834529628288068,0.002838150373392077,0.002838150373392077,0.0,0.003212565346211925
0.0002,0.0,5.45749141902021e-05,0.0,143.1735447364675,0.45318332267701855,0.1301085272529697,11.999586793935702,0.13427654005244996,3.0771707095353116,0.034433838691509046,0.034433838691509046,0.0,0.01119009698903216
0.00030000000000000003,4.101461506378566e-05,0.0001836454700107446,0.8202764598061045,143.1569555883044,0.45318332267701855,0.13010852725293637,11.99958012340468,0.13644413768039104,3.0771707095353116,0.03498971627673701,0.03498971627673701,1.3671274330101741,0.011370742665758984
0.0004,0.00016405212385087208,0.00043401828967601895,1.6404578763017228,282.93872850432854,0.7686419270342386,0.13010852725243638,11.998788608251928,0.23208070026024785,5.219173578627547,0.10094931233930052,0.10094931233930052,2.734096460502871,0.019342010917722058
0.0005,0.00040915075582887854,0.0008451774223653235,3.2614834574392173,282.9059451271731,0.7686419270342386,0.1301085272496523,11.998766246875647,0.23636429411753837,5.219173578627547,0.10281276036279399,0.10281276036279399,5.435805762398696,0.01969904982348374
0.0006000000000000001,0.0008163425545378656,0.0014561283346581023,4.882321214551665,419.32295371759005,1.0765443923849074,0.13010852723976357,11.997573526352976,0.331877751749833,7.309869331008632,0.20220613725195907,0.20220613725195907,8.137202024252774,0.027662072753365928
0.0007,0.001424697213755985,0.002305399824595083,7.284725573737982,419.27436786388154,1.0765443923849074,0.1301085272127466,11.997527101398129,0.33822615530094613,7.309869331008632,0.2060748834892175,0.2060748834892175,12.141209289563303,0.028191322465237943
0.0008,0.002273278390609792,0.0034310459357394262,9.68685157265608,552.3536154079065,1.3769507684063744,0.13010852715056126,11.995944772365101,0.4335831198782067,9.34966571140131,0.337935636241548,0.337935636241548,16.144752621093467,0.0361441410498193
0.0009000000000000001,0.003400195090981934,0.004870647871237855,12.851421319548194,552.2896156798072,1.3769507684063744,0.1301085270238628,11.995866532943017,0.44194556133902696,9.34966571140131,0.3444555880819529,0.3444555880819529,21.419035532580324,0.03684148703433447
0.001,0.004843550432183989,0.006661315907881805,16.015624396381767,682.0581012995292,1.6699211024787501,0.1301085267880712,11.99390659676855,0.537113058776915,11.338970448929787,0.5077836026209012,0.5077836026209012,26.692707327302948,0.04478216121189624
0.0011,0.006640500577906957,0.008839691310168561,19.923303051775953,681.9790731733223,1.6699211024787501,0.13010852637912926,11.993789388996586,0.5474391810042805,11.338970448929787,0.5175509169511254,0.5175509169511254,33.20550508629326,0.04564355461390004
0.0012000000000000001,0.0088281959501634,0.011441948244362402,23.83052893590606,808.4637918833988,1.9555154397336414,0.13010852570851766,11.991464222115892,0.6423846511459709,13.278191257450654,0.7113148236756238,0.7113148236756238,39.71754822651009,0.05357015951073089
0.0013000000000000002,0.011442847714088695,0.014503795692555733,28.462416890383007,808.3701177411049,1.9555154397336414,0.1301085246582005,11.991301465158411,0.6546245115283917,13.278191257450654,0.7248779034656992,0.7248779034656992,47.437361483971685,0.054591614882708965
0.0014,0.014520661438854067,0.01806047936673023,33.09376816329785,931.5980604903998,2.233793823069211,0.1301085230746343,11.98862379092175,0.749315808040258,15.167735835655138,0.9480174231875929,0.9480174231875929,55.156280272163094,0.06250223721322117
0.0015,0.018096911132629397,0.022146783622818012,38.43112263630637,931.4901196579148,2.233793823069211,0.1301085207630488,11.988409453889634,0.7634198783897944,15.167735835655138,0.9658788425304791,0.9658788425304791,64.0518710605106,0.06367983019983549
0.0016,0.02220686535216775,0.026797033374762712,43.767858690912206,1051.488273363802,2.504816293134742,0.1301085174804847,11.985392315614105,0.8578252686493136,17.008011866964303,1.2173070321579886,1.2173070321579886,72.94643115152034,0.07157256484059951
0.0017000000000000001,0.026884868788239348,0.03204509600858069,49.79209369028486,1051.3664421548858,2.504816293134742,0.13010851292956263,11.985120895299492,0.8737444350945953,17.008011866964303,1.2399253917089128,1.2399253917089128,82.98682281714144,0.07290242983174862
0.0018000000000000002,0.03216526082359095,0.0379243832964221,55.815630690681445,1168.1617897308986,2.768642888287718,0.13010850675057248,11.981777630438751,0.9678326000713355,18.799427019237594,1.5185307967707442,1.5185307967707442,93.02605115113573,0.08077537656955291
0.0019,0.03808146466915599,0.04446785331063216,62.50831697257577,1168.02644149637,2.768642888287718,0.13010849851488823,11.981444129859735,0.9855181629517052,18.799427019237594,1.546322511688796,1.546322511688796,104.18052828762627,0.08225370433399021
0.002,0.044666898370098254,0.05170801233781212,69.20022781428622,1281.6459618738675,3.0253336445263552,0.13010848771611913,11.977788345210154,1.0792581970822437,20.542388944314762,1.8509712324871088,1.8509712324871088,115.33371302381036,0.09010496478791367
0.0021000000000000003,0.051954071493095146,0.05967691679288055,76.5430928435452,1281.4974670553886,3.0253336445263552,0.13010847376333326,11.977388252938757,1.0986618708430091,20.542388944314762,1.8843122551035336,1.8843122551035336,127.57182140590868,0.09172800009830548
0.0022,0.05997548858018452,0.06840617513313438,83.88510711419066,1391.9681351998668,3.2749485954003803,0.1301084559712695,11.973433800804287,1.1920232819005765,22.237305277409995,2.213849932976011,2.213849932976011,139.80851185698444,0.09955567481573291
0.0023,0.0687627533874072,0.07792694977231006,91.86003502511637,1391.806861387723,3.2749485954003803,0.13010843355353624,11.972963071049932,1.2130971949893536,22.237305277409995,2.2530774125057444,2.2530774125057444,153.10005837519395,0.1013197140750034
0.0024000000000000002,0.07834746478618755,0.08826995899464488,99.83403896552593,1499.1556483103907,3.517547771902748,0.13010840561187256,11.968724026291564,1.3060499039489823,23.884583636376686,2.6063311423696196,2.6063311423696196,166.39006494254323,0.10912189980151576
0.0025,0.08876032855360828,0.09946547886893765,108.42307052306066,1498.9819603047,3.517547771902748,0.1301083711294923,11.968179059711414,1.3287465987131162,23.884583636376686,2.6517450240487737,2.6517450240487737,180.70511753843442,0.11102328867940216
0.0026000000000000003,0.10003204572106955,0.11154334516261058,117.01110698880743,1603.2358330698821,3.753191202344832,0.13010832895937255,11.963669697610872,1.4212609396130202,25.484631620859975,3.0275251990940775,3.0275251990940775,195.01851164801238,0.11879807580251435
0.0027,0.11219243191645346,0.12453295525576948,126.1964395501161,1603.050092944688,3.753191202344832,0.13010827781791606,11.963047322817964,1.4455333721980648,25.484631620859975,3.0793897651697617,3.0793897651697617,210.3273992501935,0.12083320689042976
0.0028,0.12527129815982282,0.13846327005526582,135.38070797347052,1704.236014673649,3.9819389122176174,0.13010821627223637,11.9582820976888,1.5375800919979699,27.037856811354196,3.476491859266708,3.476491859266708,225.6345132891175,0.1285786770572289
